日付,種別,個別ID,名前,原因
2017-12-10 10:15:25,艦娘,26558,鳥海 (Lv:1),近代化改修
2017-12-10 10:15:25,装備アイテム,44143,20.3cm連装砲,近代化改修
2017-12-10 10:15:25,艦娘,26555,扶桑 (Lv:1),近代化改修
2017-12-10 10:15:25,装備アイテム,44137,35.6cm連装砲,近代化改修
2017-12-10 10:15:25,装備アイテム,44138,15.2cm単装砲,近代化改修
2017-12-10 10:15:25,装備アイテム,44139,零式水上偵察機,近代化改修
2017-12-10 10:15:25,艦娘,26548,榛名 (Lv:1),近代化改修
2017-12-10 10:15:25,装備アイテム,44125,35.6cm連装砲,近代化改修
2017-12-10 10:15:25,装備アイテム,44126,15.2cm単装砲,近代化改修
2017-12-10 10:15:25,装備アイテム,44127,7.7mm機銃,近代化改修
2017-12-11 04:47:13,艦娘,26564,木曾 (Lv:1),近代化改修
2017-12-11 04:47:13,装備アイテム,44154,14cm単装砲,近代化改修
2017-12-11 04:47:13,艦娘,26567,天龍 (Lv:1),近代化改修
2017-12-11 04:47:13,装備アイテム,44159,14cm単装砲,近代化改修
2017-12-11 04:47:13,装備アイテム,44160,7.7mm機銃,近代化改修
2017-12-11 04:47:26,艦娘,26566,曙 (Lv:1),近代化改修
2017-12-11 04:47:26,装備アイテム,44158,12.7cm連装砲,近代化改修
2017-12-11 04:47:26,艦娘,26556,綾波 (Lv:1),近代化改修
2017-12-11 04:47:26,装備アイテム,44140,12.7cm連装砲,近代化改修
2017-12-11 04:47:26,装備アイテム,44141,61cm三連装魚雷,近代化改修
2017-12-11 04:48:00,艦娘,26565,榛名 (Lv:1),近代化改修
2017-12-11 04:48:00,装備アイテム,44155,35.6cm連装砲,近代化改修
2017-12-11 04:48:00,装備アイテム,44156,15.2cm単装砲,近代化改修
2017-12-11 04:48:00,装備アイテム,44157,7.7mm機銃,近代化改修
2017-12-11 04:48:00,艦娘,26563,日向 (Lv:1),近代化改修
2017-12-11 04:48:00,装備アイテム,44151,35.6cm連装砲,近代化改修
2017-12-11 04:48:00,装備アイテム,44152,14cm単装砲,近代化改修
2017-12-11 04:48:00,装備アイテム,44153,零式水上偵察機,近代化改修
2017-12-11 04:48:59,艦娘,26571,五月雨 (Lv:1),近代化改修
2017-12-11 04:48:59,装備アイテム,44168,12.7cm連装砲,近代化改修
2017-12-11 04:48:59,艦娘,26572,敷波 (Lv:1),近代化改修
2017-12-11 04:48:59,装備アイテム,44169,12.7cm連装砲,近代化改修
2017-12-11 05:24:12,艦娘,26574,利根 (Lv:1),近代化改修
2017-12-11 05:24:12,装備アイテム,44174,20.3cm連装砲,近代化改修
2017-12-11 05:24:12,装備アイテム,44175,零式水上偵察機,近代化改修
2017-12-11 05:24:12,艦娘,26575,利根 (Lv:1),近代化改修
2017-12-11 05:24:12,装備アイテム,44176,20.3cm連装砲,近代化改修
2017-12-11 05:24:12,装備アイテム,44177,零式水上偵察機,近代化改修
2017-12-11 05:24:12,艦娘,26576,羽黒 (Lv:1),近代化改修
2017-12-11 05:24:12,装備アイテム,44178,20.3cm連装砲,近代化改修
2017-12-11 05:24:12,艦娘,26573,最上 (Lv:1),近代化改修
2017-12-11 05:24:12,装備アイテム,44172,15.5cm三連装砲,近代化改修
2017-12-11 05:24:12,装備アイテム,44173,零式水上偵察機,近代化改修
2017-12-11 05:24:12,艦娘,26569,摩耶 (Lv:1),近代化改修
2017-12-11 05:24:12,装備アイテム,44163,20.3cm連装砲,近代化改修
2017-12-11 05:55:38,艦娘,26577,古鷹 (Lv:1),近代化改修
2017-12-11 05:55:38,装備アイテム,44179,20.3cm連装砲,近代化改修
2017-12-11 05:55:38,艦娘,26579,加古 (Lv:1),近代化改修
2017-12-11 05:55:38,装備アイテム,44182,20.3cm連装砲,近代化改修
2017-12-11 05:55:49,艦娘,26570,霰 (Lv:1),近代化改修
2017-12-11 05:55:49,艦娘,26584,多摩 (Lv:1),近代化改修
2017-12-11 05:55:49,装備アイテム,44191,14cm単装砲,近代化改修
2017-12-11 05:56:01,艦娘,26369,北上 (Lv:1),近代化改修
2017-12-11 05:56:01,装備アイテム,43738,14cm単装砲,近代化改修
2017-12-11 05:56:01,装備アイテム,43739,61cm四連装魚雷,近代化改修
2017-12-11 05:56:01,艦娘,26525,北上 (Lv:1),近代化改修
2017-12-11 05:56:01,装備アイテム,44092,14cm単装砲,近代化改修
2017-12-11 05:56:01,装備アイテム,44093,61cm四連装魚雷,近代化改修
2017-12-11 05:56:30,艦娘,26583,天龍 (Lv:1),近代化改修
2017-12-11 05:56:30,装備アイテム,44189,14cm単装砲,近代化改修
2017-12-11 05:56:30,艦娘,26580,由良 (Lv:1),近代化改修
2017-12-11 05:56:30,装備アイテム,44183,14cm単装砲,近代化改修
2017-12-11 05:56:43,艦娘,26568,北上 (Lv:1),近代化改修
2017-12-11 05:56:43,装備アイテム,44161,14cm単装砲,近代化改修
2017-12-11 05:56:43,装備アイテム,44162,61cm四連装魚雷,近代化改修
2017-12-11 05:56:43,艦娘,26368,北上 (Lv:1),近代化改修
2017-12-11 05:56:43,装備アイテム,43736,14cm単装砲,近代化改修
2017-12-11 05:56:43,装備アイテム,43737,61cm四連装魚雷,近代化改修
2017-12-11 05:57:05,艦娘,26546,祥鳳 (Lv:1),近代化改修
2017-12-11 05:57:05,装備アイテム,44122,九九式艦爆,近代化改修
2017-12-11 05:57:05,艦娘,26581,千歳 (Lv:1),近代化改修
2017-12-11 05:57:05,装備アイテム,44184,12.7cm連装高角砲,近代化改修
2017-12-11 06:52:03,艦娘,26597,神通 (Lv:1),近代化改修
2017-12-11 06:52:03,装備アイテム,44205,14cm単装砲,近代化改修
2017-12-11 06:52:03,艦娘,26595,神通 (Lv:1),近代化改修
2017-12-11 06:52:03,装備アイテム,44203,14cm単装砲,近代化改修
2017-12-11 06:52:18,艦娘,26596,神通 (Lv:1),近代化改修
2017-12-11 06:52:18,装備アイテム,44204,14cm単装砲,近代化改修
2017-12-11 06:52:18,艦娘,26589,名取 (Lv:1),近代化改修
2017-12-11 06:52:18,装備アイテム,44196,14cm単装砲,近代化改修
2017-12-11 06:52:31,艦娘,26588,名取 (Lv:1),近代化改修
2017-12-11 06:52:31,装備アイテム,44195,14cm単装砲,近代化改修
2017-12-11 06:52:31,艦娘,26585,五十鈴 (Lv:1),近代化改修
2017-12-11 06:52:31,装備アイテム,44192,14cm単装砲,近代化改修
2017-12-11 06:52:45,艦娘,26578,敷波 (Lv:1),近代化改修
2017-12-11 06:52:45,艦娘,26592,龍田 (Lv:1),近代化改修
2017-12-11 06:52:45,装備アイテム,44199,14cm単装砲,近代化改修
2017-12-11 06:53:04,艦娘,26591,鳥海 (Lv:1),近代化改修
2017-12-11 06:53:04,装備アイテム,44198,20.3cm連装砲,近代化改修
2017-12-11 06:53:04,艦娘,26590,摩耶 (Lv:1),近代化改修
2017-12-11 06:53:04,装備アイテム,44197,20.3cm連装砲,近代化改修
2017-12-11 06:53:21,艦娘,26594,羽黒 (Lv:1),近代化改修
2017-12-11 06:53:21,装備アイテム,44202,20.3cm連装砲,近代化改修
2017-12-11 06:53:21,艦娘,26599,妙高 (Lv:1),近代化改修
2017-12-11 06:53:21,装備アイテム,44208,<UNKNOWN>,近代化改修
2017-12-11 06:53:21,装備アイテム,44209,<UNKNOWN>,近代化改修
2017-12-11 06:53:21,艦娘,26587,加古 (Lv:1),近代化改修
2017-12-11 06:53:21,装備アイテム,44194,20.3cm連装砲,近代化改修
2017-12-11 06:53:21,艦娘,26586,羽黒 (Lv:1),近代化改修
2017-12-11 06:53:21,装備アイテム,44193,20.3cm連装砲,近代化改修
2017-12-11 06:53:21,艦娘,26582,伊勢 (Lv:1),近代化改修
2017-12-11 06:53:21,装備アイテム,44186,35.6cm連装砲,近代化改修
2017-12-11 06:53:21,装備アイテム,44187,14cm単装砲,近代化改修
2017-12-11 06:53:21,装備アイテム,44188,零式水上偵察機,近代化改修
2017-12-11 06:53:32,艦娘,26598,祥鳳 (Lv:1),近代化改修
2017-12-11 06:53:32,装備アイテム,44206,九九式艦爆,近代化改修
2017-12-11 06:53:32,装備アイテム,44207,九七式艦攻,近代化改修
2017-12-11 06:53:32,艦娘,26593,鳳翔 (Lv:1),近代化改修
2017-12-11 06:53:32,装備アイテム,44201,九九式艦爆,近代化改修
2017-12-11 06:58:03,装備アイテム,44167,12.7cm連装砲,装備の廃棄
2017-12-11 06:58:03,装備アイテム,44181,12.7cm連装砲,装備の廃棄
2017-12-11 06:58:03,装備アイテム,44214,12.7cm連装砲,装備の廃棄
2017-12-11 06:58:13,装備アイテム,44067,14cm単装砲,装備の廃棄
2017-12-11 06:58:24,装備アイテム,44068,15.2cm単装砲,装備の廃棄
2017-12-11 06:58:24,装備アイテム,44215,15.2cm単装砲,装備の廃棄
2017-12-11 07:22:42,装備アイテム,44217,12cm単装砲,装備の廃棄
2017-12-11 07:23:16,装備アイテム,44180,7.7mm機銃,装備の廃棄
2017-12-11 07:23:16,装備アイテム,44190,7.7mm機銃,装備の廃棄
2017-12-11 07:23:16,装備アイテム,44200,7.7mm機銃,装備の廃棄
2017-12-12 00:36:43,艦娘,26618,夕立 (Lv:1),近代化改修
2017-12-12 00:36:43,装備アイテム,44236,12.7cm連装砲,近代化改修
2017-12-12 00:36:43,艦娘,26612,村雨 (Lv:1),近代化改修
2017-12-12 00:36:43,装備アイテム,44230,12.7cm連装砲,近代化改修
2017-12-12 00:36:53,艦娘,26614,五月雨 (Lv:1),近代化改修
2017-12-12 00:36:53,装備アイテム,44232,12.7cm連装砲,近代化改修
2017-12-12 00:36:53,艦娘,26621,五月雨 (Lv:1),近代化改修
2017-12-12 00:36:53,装備アイテム,44239,12.7cm連装砲,近代化改修
2017-12-12 00:39:00,装備アイテム,44238,12cm単装砲,装備の廃棄
2017-12-12 00:39:00,装備アイテム,44233,12cm単装砲,装備の廃棄
2017-12-12 00:39:00,装備アイテム,44228,12cm単装砲,装備の廃棄
2017-12-12 00:39:00,装備アイテム,44216,12.7cm連装砲,装備の廃棄
2017-12-12 00:39:11,装備アイテム,44219,12.7cm連装砲,装備の廃棄
2017-12-12 00:39:11,装備アイテム,44227,12.7cm連装砲,装備の廃棄
2017-12-12 00:39:11,装備アイテム,44229,12.7cm連装砲,装備の廃棄
2017-12-12 00:39:11,装備アイテム,44231,12.7cm連装砲,装備の廃棄
2017-12-12 00:39:48,装備アイテム,44218,7.7mm機銃,装備の廃棄
2017-12-12 00:39:48,装備アイテム,44241,7.7mm機銃,装備の廃棄
2017-12-12 00:39:48,装備アイテム,44065,12.7mm単装機銃,装備の廃棄
2017-12-12 10:22:29,艦娘,26625,長月 (Lv:1),近代化改修
2017-12-12 10:22:29,装備アイテム,44246,12cm単装砲,近代化改修
2017-12-12 10:22:29,艦娘,26607,菊月 (Lv:1),近代化改修
2017-12-12 10:22:29,装備アイテム,44225,12cm単装砲,近代化改修
2017-12-12 10:22:29,艦娘,26603,長月 (Lv:1),近代化改修
2017-12-12 10:22:29,装備アイテム,44220,12cm単装砲,近代化改修
2017-12-12 10:22:29,艦娘,26600,潮 (Lv:1),近代化改修
2017-12-12 10:22:29,艦娘,26623,雷 (Lv:1),近代化改修
2017-12-12 10:22:29,装備アイテム,44244,12.7cm連装砲,近代化改修
2017-12-12 10:22:58,艦娘,26624,皐月 (Lv:1),近代化改修
2017-12-12 10:22:58,装備アイテム,44245,12cm単装砲,近代化改修
2017-12-12 10:22:58,艦娘,26626,敷波 (Lv:1),近代化改修
2017-12-12 10:22:58,装備アイテム,44247,12.7cm連装砲,近代化改修
2017-12-12 10:22:58,艦娘,26627,初雪 (Lv:1),近代化改修
2017-12-12 10:22:58,装備アイテム,44248,12.7cm連装砲,近代化改修
2017-12-12 10:22:58,艦娘,26608,初雪 (Lv:2),近代化改修
2017-12-12 10:22:58,装備アイテム,44226,12.7cm連装砲,近代化改修
2017-12-12 10:22:58,艦娘,26605,磯波 (Lv:1),近代化改修
2017-12-12 10:22:58,装備アイテム,44223,12.7cm連装砲,近代化改修
2017-12-12 11:55:02,装備アイテム,44240,14cm単装砲,装備の廃棄
2017-12-12 17:32:07,艦娘,26633,愛宕 (Lv:1),近代化改修
2017-12-12 17:32:07,装備アイテム,44258,20.3cm連装砲,近代化改修
2017-12-12 17:32:07,装備アイテム,44259,零式水上偵察機,近代化改修
2017-12-12 17:32:07,艦娘,26630,高雄 (Lv:1),近代化改修
2017-12-12 17:32:07,装備アイテム,44252,20.3cm連装砲,近代化改修
2017-12-12 17:32:07,装備アイテム,44253,零式水上偵察機,近代化改修
2017-12-12 17:32:26,艦娘,26634,祥鳳 (Lv:1),近代化改修
2017-12-12 17:32:26,装備アイテム,44260,九九式艦爆,近代化改修
2017-12-12 17:32:26,装備アイテム,44261,九七式艦攻,近代化改修
2017-12-12 17:32:26,艦娘,26629,鳳翔 (Lv:1),近代化改修
2017-12-12 17:32:26,装備アイテム,44251,九九式艦爆,近代化改修
2017-12-12 17:32:26,艦娘,26637,龍驤 (Lv:1),近代化改修
2017-12-12 17:32:26,装備アイテム,44265,九六式艦戦,近代化改修
2017-12-12 17:32:26,装備アイテム,44266,九七式艦攻,近代化改修
2017-12-12 17:32:26,艦娘,26632,飛鷹 (Lv:1),近代化改修
2017-12-12 17:32:26,装備アイテム,44255,九六式艦戦,近代化改修
2017-12-12 17:32:26,装備アイテム,44256,九九式艦爆,近代化改修
2017-12-12 17:32:26,装備アイテム,44257,九七式艦攻,近代化改修
2017-12-12 17:38:26,装備アイテム,44272,12cm単装砲,装備の廃棄
2017-12-12 17:38:26,装備アイテム,44234,12.7cm連装砲,装備の廃棄
2017-12-12 17:38:26,装備アイテム,44235,12.7cm連装砲,装備の廃棄
2017-12-12 17:38:26,装備アイテム,44237,12.7cm連装砲,装備の廃棄
2017-12-12 17:38:51,装備アイテム,44213,25mm連装機銃,装備の廃棄
2017-12-12 17:38:51,装備アイテム,42922,25mm三連装機銃,装備の廃棄
2017-12-12 17:38:51,装備アイテム,43499,25mm三連装機銃,装備の廃棄
2017-12-13 01:35:19,艦娘,26644,満潮 (Lv:1),近代化改修
2017-12-13 01:35:19,装備アイテム,44275,12.7cm連装砲,近代化改修
2017-12-13 01:35:19,艦娘,26651,満潮 (Lv:1),近代化改修
2017-12-13 01:35:19,装備アイテム,44282,12.7cm連装砲,近代化改修
2017-12-13 01:35:19,艦娘,26643,満潮 (Lv:1),近代化改修
2017-12-13 01:35:19,装備アイテム,44274,12.7cm連装砲,近代化改修
2017-12-13 01:35:19,艦娘,26638,霰 (Lv:1),近代化改修
2017-12-13 01:35:19,装備アイテム,44267,12.7cm連装砲,近代化改修
2017-12-13 01:35:19,艦娘,26640,霰 (Lv:1),近代化改修
2017-12-13 01:35:19,装備アイテム,44270,12.7cm連装砲,近代化改修
2017-12-13 01:35:42,艦娘,26659,村雨 (Lv:1),近代化改修
2017-12-13 01:35:42,装備アイテム,44290,12.7cm連装砲,近代化改修
2017-12-13 01:35:42,艦娘,26652,時雨 (Lv:1),近代化改修
2017-12-13 01:35:42,装備アイテム,44283,12.7cm連装砲,近代化改修
2017-12-13 01:35:42,艦娘,26657,電 (Lv:1),近代化改修
2017-12-13 01:35:42,装備アイテム,44288,12.7cm連装砲,近代化改修
2017-12-13 01:35:42,艦娘,26650,電 (Lv:1),近代化改修
2017-12-13 01:35:42,装備アイテム,44281,12.7cm連装砲,近代化改修
2017-12-13 01:35:42,艦娘,26649,電 (Lv:1),近代化改修
2017-12-13 01:35:42,装備アイテム,44280,12.7cm連装砲,近代化改修
2017-12-13 01:36:19,艦娘,26656,皐月 (Lv:1),近代化改修
2017-12-13 01:36:19,装備アイテム,44287,12cm単装砲,近代化改修
2017-12-13 01:36:19,艦娘,26658,磯波 (Lv:1),近代化改修
2017-12-13 01:36:19,装備アイテム,44289,12.7cm連装砲,近代化改修
2017-12-13 01:36:19,艦娘,26648,磯波 (Lv:1),近代化改修
2017-12-13 01:36:19,装備アイテム,44279,12.7cm連装砲,近代化改修
2017-12-13 01:36:19,艦娘,26647,磯波 (Lv:1),近代化改修
2017-12-13 01:36:19,装備アイテム,44278,12.7cm連装砲,近代化改修
2017-12-13 01:36:19,艦娘,26654,敷波 (Lv:1),近代化改修
2017-12-13 01:36:19,装備アイテム,44285,12.7cm連装砲,近代化改修
2017-12-13 01:37:13,艦娘,26655,初霜 (Lv:1),近代化改修
2017-12-13 01:37:13,装備アイテム,44286,12.7cm連装砲,近代化改修
2017-12-13 01:37:13,艦娘,26653,電 (Lv:1),近代化改修
2017-12-13 01:37:13,装備アイテム,44284,12.7cm連装砲,近代化改修
2017-12-13 01:37:13,艦娘,26660,響 (Lv:1),近代化改修
2017-12-13 01:37:13,装備アイテム,44291,12.7cm連装砲,近代化改修
2017-12-13 01:37:13,艦娘,26645,白雪 (Lv:2),近代化改修
2017-12-13 01:37:13,装備アイテム,44276,12.7cm連装砲,近代化改修
2017-12-13 01:37:13,艦娘,26639,文月 (Lv:1),近代化改修
2017-12-13 01:37:13,装備アイテム,44269,12cm単装砲,近代化改修
2017-12-13 01:37:29,艦娘,26646,望月 (Lv:1),近代化改修
2017-12-13 01:37:29,装備アイテム,44277,12cm単装砲,近代化改修
2017-12-13 01:37:29,艦娘,26661,文月 (Lv:1),近代化改修
2017-12-13 01:37:29,装備アイテム,44292,12cm単装砲,近代化改修
2017-12-14 02:04:36,艦娘,26663,不知火 (Lv:1),近代化改修
2017-12-14 02:04:36,艦娘,26678,涼風 (Lv:1),近代化改修
2017-12-14 02:04:36,装備アイテム,44314,12.7cm連装砲,近代化改修
2017-12-14 02:04:36,装備アイテム,44315,61cm四連装魚雷,近代化改修
2017-12-14 02:04:36,艦娘,26675,名取 (Lv:1),近代化改修
2017-12-14 02:04:36,装備アイテム,44310,14cm単装砲,近代化改修
2017-12-14 02:04:36,艦娘,26667,木曾 (Lv:1),近代化改修
2017-12-14 02:04:36,装備アイテム,44299,14cm単装砲,近代化改修
2017-12-14 02:04:36,艦娘,26671,天龍 (Lv:1),近代化改修
2017-12-14 02:04:36,装備アイテム,44305,14cm単装砲,近代化改修
2017-12-14 02:04:36,装備アイテム,44306,7.7mm機銃,近代化改修
2017-12-14 02:04:50,艦娘,26665,妙高 (Lv:1),近代化改修
2017-12-14 02:04:50,装備アイテム,44296,20.3cm連装砲,近代化改修
2017-12-14 02:04:50,装備アイテム,44297,零式水上偵察機,近代化改修
2017-12-14 02:04:50,艦娘,26636,高雄 (Lv:1),近代化改修
2017-12-14 02:04:50,装備アイテム,44263,20.3cm連装砲,近代化改修
2017-12-14 02:04:50,装備アイテム,44264,零式水上偵察機,近代化改修
2017-12-14 02:07:21,装備アイテム,44293,12.7cm連装砲,装備の廃棄
2017-12-14 02:07:21,装備アイテム,44271,12.7cm連装砲,装備の廃棄
2017-12-14 02:07:21,装備アイテム,44294,12.7cm連装砲,装備の廃棄
2017-12-14 02:07:21,装備アイテム,44308,12.7cm連装砲,装備の廃棄
2017-12-14 02:08:34,装備アイテム,43862,25mm三連装機銃,装備の廃棄
2017-12-14 02:08:34,装備アイテム,43863,25mm三連装機銃,装備の廃棄
2017-12-14 02:08:34,装備アイテム,43875,25mm三連装機銃,装備の廃棄
2017-12-14 14:57:40,装備アイテム,44311,12.7cm連装砲,装備の廃棄
2017-12-14 15:00:53,装備アイテム,44320,12.7cm連装砲,装備の廃棄
2017-12-14 15:00:53,装備アイテム,44319,12.7cm連装砲,装備の廃棄
2017-12-14 15:00:53,装備アイテム,44317,12.7cm連装砲,装備の廃棄
2017-12-14 15:00:53,装備アイテム,44307,12.7cm連装砲,装備の廃棄
2017-12-14 15:01:25,装備アイテム,44313,7.7mm機銃,装備の廃棄
2017-12-14 15:01:25,装備アイテム,43926,25mm三連装機銃,装備の廃棄
2017-12-14 15:01:25,装備アイテム,43903,25mm三連装機銃,装備の廃棄
2017-12-14 15:01:25,装備アイテム,43931,25mm三連装機銃,装備の廃棄
2017-12-14 15:01:34,装備アイテム,44212,25mm三連装機銃,装備の廃棄
2017-12-14 15:01:34,装備アイテム,39347,25mm単装機銃,装備の廃棄
2017-12-14 15:02:12,艦娘,26664,鳥海 (Lv:1),近代化改修
2017-12-14 15:02:12,装備アイテム,44295,20.3cm連装砲,近代化改修
2017-12-14 15:02:12,艦娘,26669,摩耶 (Lv:1),近代化改修
2017-12-14 15:02:12,装備アイテム,44303,20.3cm連装砲,近代化改修
2017-12-14 15:02:32,艦娘,26670,足柄 (Lv:1),近代化改修
2017-12-14 15:02:32,装備アイテム,44304,20.3cm連装砲,近代化改修
2017-12-14 15:02:32,艦娘,26666,皐月 (Lv:1),近代化改修
2017-12-14 15:02:32,装備アイテム,44298,12cm単装砲,近代化改修
2017-12-14 15:02:32,艦娘,26662,夕立 (Lv:1),近代化改修
2017-12-14 15:03:24,装備アイテム,44326,九六式艦戦,装備の廃棄
2017-12-14 15:03:24,装備アイテム,44300,九六式艦戦,装備の廃棄
2017-12-14 15:03:24,装備アイテム,36566,零式艦戦21型,装備の廃棄
2017-12-14 15:03:24,装備アイテム,36622,零式艦戦21型,装備の廃棄
2017-12-14 15:03:32,装備アイテム,37440,零式艦戦21型,装備の廃棄
2017-12-14 15:03:32,装備アイテム,44242,零式艦戦21型,装備の廃棄
2017-12-14 21:53:40,艦娘,26683,荒潮 (Lv:1),近代化改修
2017-12-14 21:53:40,装備アイテム,44337,12.7cm連装砲,近代化改修
2017-12-14 21:53:40,艦娘,26687,時雨 (Lv:1),近代化改修
2017-12-14 21:53:40,装備アイテム,44340,12.7cm連装砲,近代化改修
2017-12-14 21:53:40,艦娘,26685,電 (Lv:1),近代化改修
2017-12-14 21:53:40,装備アイテム,44339,12.7cm連装砲,近代化改修
2017-12-14 21:53:40,艦娘,26692,木曾 (Lv:1),近代化改修
2017-12-14 21:53:40,装備アイテム,44345,14cm単装砲,近代化改修
2017-12-14 21:53:40,艦娘,26684,皐月 (Lv:1),近代化改修
2017-12-14 21:53:40,装備アイテム,44338,12cm単装砲,近代化改修
2017-12-14 21:54:24,艦娘,26691,黒潮 (Lv:1),近代化改修
2017-12-14 21:54:24,装備アイテム,44344,12.7cm連装砲,近代化改修
2017-12-14 21:54:24,艦娘,26690,那珂 (Lv:1),近代化改修
2017-12-14 21:54:24,装備アイテム,44343,14cm単装砲,近代化改修
2017-12-14 21:54:24,艦娘,26688,深雪 (Lv:1),近代化改修
2017-12-14 21:54:24,装備アイテム,44341,12.7cm連装砲,近代化改修
2017-12-14 21:54:24,艦娘,26689,雷 (Lv:1),近代化改修
2017-12-14 21:54:24,装備アイテム,44342,12.7cm連装砲,近代化改修
2017-12-14 21:54:24,艦娘,26686,伊168 (Lv:1),近代化改修
2017-12-14 21:55:50,艦娘,26696,千歳 (Lv:1),近代化改修
2017-12-14 21:55:50,装備アイテム,44354,12.7cm連装高角砲,近代化改修
2017-12-14 21:55:50,装備アイテム,44355,零式水上偵察機,近代化改修
2017-12-14 21:55:50,艦娘,26694,扶桑 (Lv:1),近代化改修
2017-12-14 21:55:50,装備アイテム,44348,35.6cm連装砲,近代化改修
2017-12-14 21:55:50,装備アイテム,44349,15.2cm単装砲,近代化改修
2017-12-14 21:55:50,装備アイテム,44350,零式水上偵察機,近代化改修
2017-12-14 22:38:25,艦娘,26695,飛鷹 (Lv:1),近代化改修
2017-12-14 22:38:25,装備アイテム,44351,九六式艦戦,近代化改修
2017-12-14 22:38:25,装備アイテム,44352,九九式艦爆,近代化改修
2017-12-14 22:38:25,装備アイテム,44353,九七式艦攻,近代化改修
2017-12-14 22:38:25,艦娘,26668,隼鷹 (Lv:1),近代化改修
2017-12-14 22:38:25,装備アイテム,44301,九九式艦爆,近代化改修
2017-12-14 22:38:25,装備アイテム,44302,九七式艦攻,近代化改修
2017-12-14 22:39:46,艦娘,26693,龍驤 (Lv:1),近代化改修
2017-12-14 22:39:46,装備アイテム,44346,九六式艦戦,近代化改修
2017-12-14 22:39:46,装備アイテム,44347,九七式艦攻,近代化改修
2017-12-14 22:39:46,艦娘,26697,比叡 (Lv:1),近代化改修
2017-12-14 22:39:46,装備アイテム,44356,35.6cm連装砲,近代化改修
2017-12-14 22:39:46,装備アイテム,44357,15.2cm単装砲,近代化改修
2017-12-14 22:39:46,装備アイテム,44358,7.7mm機銃,近代化改修
2017-12-14 22:39:46,艦娘,26698,霧島 (Lv:1),近代化改修
2017-12-14 22:39:46,装備アイテム,44359,35.6cm連装砲,近代化改修
2017-12-14 22:39:46,装備アイテム,44360,15.2cm単装砲,近代化改修
2017-12-14 22:39:46,装備アイテム,44361,7.7mm機銃,近代化改修
2017-12-15 06:44:49,装備アイテム,44368,12.7cm連装砲,装備の廃棄
2017-12-15 06:44:55,装備アイテム,44375,12cm単装砲,装備の廃棄
2017-12-15 06:45:05,装備アイテム,44376,12.7cm連装砲,装備の廃棄
2017-12-15 06:45:10,装備アイテム,44374,12.7cm連装砲,装備の廃棄
2017-12-15 06:45:19,装備アイテム,44372,14cm単装砲,装備の廃棄
2017-12-15 06:45:24,装備アイテム,44318,14cm単装砲,装備の廃棄
2017-12-15 06:52:40,装備アイテム,44312,14cm単装砲,装備の廃棄
2017-12-15 06:52:46,装備アイテム,44365,14cm単装砲,装備の廃棄
2017-12-15 06:52:56,装備アイテム,44380,20.3cm連装砲,装備の廃棄
2017-12-15 06:53:14,装備アイテム,44377,35.6cm連装砲,装備の廃棄
2017-12-15 06:53:20,装備アイテム,44369,35.6cm連装砲,装備の廃棄
2017-12-15 06:53:30,装備アイテム,44381,35.6cm連装砲,装備の廃棄
2017-12-15 06:53:40,装備アイテム,40796,35.6cm連装砲,装備の廃棄
2017-12-15 06:53:46,装備アイテム,40183,35.6cm連装砲,装備の廃棄
2017-12-15 06:54:00,装備アイテム,40182,35.6cm連装砲,装備の廃棄
2017-12-15 06:54:10,装備アイテム,39378,35.6cm連装砲,装備の廃棄
2017-12-15 06:54:21,装備アイテム,44370,15.2cm単装砲,装備の廃棄
2017-12-15 06:54:27,装備アイテム,44382,15.2cm単装砲,装備の廃棄
2017-12-15 06:54:32,装備アイテム,44378,15.2cm単装砲,装備の廃棄
2017-12-15 06:54:46,装備アイテム,44363,九九式艦爆,装備の廃棄
2017-12-15 06:54:52,装備アイテム,44329,九九式艦爆,装備の廃棄
2017-12-15 06:54:57,装備アイテム,44334,九九式艦爆,装備の廃棄
2017-12-15 06:55:03,装備アイテム,44327,九九式艦爆,装備の廃棄
2017-12-15 06:55:09,装備アイテム,44090,彗星,装備の廃棄
2017-12-15 06:55:25,装備アイテム,44123,九七式艦攻,装備の廃棄
2017-12-15 06:55:25,装備アイテム,44364,九七式艦攻,装備の廃棄
2017-12-15 06:55:25,装備アイテム,44091,九七式艦攻,装備の廃棄
2017-12-15 06:55:25,装備アイテム,44088,九七式艦攻,装備の廃棄
2017-12-15 06:57:00,装備アイテム,44185,零式水上偵察機,装備の廃棄
2017-12-15 06:57:00,装備アイテム,43721,零式水上偵察機,装備の廃棄
2017-12-15 06:57:00,装備アイテム,43665,零式水上偵察機,装備の廃棄
2017-12-15 06:57:00,装備アイテム,43663,零式水上偵察機,装備の廃棄
2017-12-15 06:57:00,装備アイテム,43800,零式水上偵察機,装備の廃棄
2017-12-15 06:57:00,装備アイテム,43642,零式水上偵察機,装備の廃棄
2017-12-15 07:32:15,艦娘,26710,加古 (Lv:1),近代化改修
2017-12-15 07:32:15,装備アイテム,44385,20.3cm連装砲,近代化改修
2017-12-15 07:32:15,艦娘,26711,羽黒 (Lv:1),近代化改修
2017-12-15 07:32:15,装備アイテム,44386,20.3cm連装砲,近代化改修
2017-12-15 07:32:15,艦娘,26708,摩耶 (Lv:1),近代化改修
2017-12-15 07:32:32,艦娘,26703,川内 (Lv:1),近代化改修
