日付,種別,個別ID,名前,原因
2015-09-10 01:18:33,艦娘,15124,伊168 (Lv:1),近代化改修
2015-09-10 01:18:33,艦娘,15126,磯波 (Lv:5),近代化改修
2015-09-10 01:18:50,艦娘,15123,荒潮 (Lv:3),近代化改修
2015-09-10 01:18:50,装備アイテム,25334,12.7cm連装砲,近代化改修
2015-09-10 01:18:50,艦娘,15112,弥生 (Lv:5),近代化改修
2015-09-10 01:18:50,装備アイテム,25319,12cm単装砲,近代化改修
2015-09-10 09:10:45,艦娘,15130,由良 (Lv:1),近代化改修
2015-09-10 09:10:45,装備アイテム,25345,14cm単装砲,近代化改修
2015-09-10 09:10:45,艦娘,15128,黒潮 (Lv:1),近代化改修
2015-09-10 09:10:45,装備アイテム,25341,12.7cm連装砲,近代化改修
2015-09-10 09:10:57,艦娘,15122,文月 (Lv:5),近代化改修
2015-09-10 09:10:57,装備アイテム,25333,12cm単装砲,近代化改修
2015-09-10 09:10:57,艦娘,15125,霞 (Lv:4),近代化改修
2015-09-10 09:10:57,装備アイテム,25337,12.7cm連装砲,近代化改修
2015-09-12 02:18:55,艦娘,15134,望月 (Lv:7),艦娘の解体
2015-09-12 02:18:55,装備アイテム,25352,12cm単装砲,艦娘の解体
2015-09-12 02:18:59,艦娘,15133,由良 (Lv:5),艦娘の解体
2015-09-12 02:18:59,装備アイテム,25351,14cm単装砲,艦娘の解体
2015-09-12 02:19:40,艦娘,15127,荒潮 (Lv:5),近代化改修
2015-09-12 02:19:40,装備アイテム,25339,12.7cm連装砲,近代化改修
2015-09-12 02:19:40,艦娘,15131,潮 (Lv:5),近代化改修
2015-09-12 02:19:40,装備アイテム,25349,12.7cm連装砲,近代化改修
2015-09-12 02:19:50,艦娘,15129,睦月 (Lv:4),近代化改修
2015-09-12 02:19:50,装備アイテム,25343,12cm単装砲,近代化改修
2015-09-12 02:19:50,装備アイテム,25344,7.7mm機銃,近代化改修
2015-09-12 02:19:50,艦娘,15132,多摩 (Lv:4),近代化改修
2015-09-12 02:19:50,装備アイテム,25350,14cm単装砲,近代化改修
2015-09-12 02:45:57,艦娘,15135,霰 (Lv:1),近代化改修
2015-09-12 02:45:57,装備アイテム,25355,12.7cm連装砲,近代化改修
2015-09-12 02:45:57,艦娘,15139,満潮 (Lv:1),近代化改修
2015-09-12 02:45:57,装備アイテム,25362,12.7cm連装砲,近代化改修
2015-09-12 02:45:57,艦娘,15140,夕立 (Lv:1),近代化改修
2015-09-12 02:45:57,装備アイテム,25363,12.7cm連装砲,近代化改修
2015-09-12 02:45:57,艦娘,15141,時雨 (Lv:1),近代化改修
2015-09-12 02:45:57,装備アイテム,25364,12.7cm連装砲,近代化改修
2015-09-12 02:57:06,艦娘,15144,五十鈴 (Lv:1),艦娘の解体
2015-09-12 02:57:06,装備アイテム,25368,14cm単装砲,艦娘の解体
2015-09-12 02:57:10,艦娘,15143,白雪 (Lv:1),艦娘の解体
2015-09-12 02:57:10,装備アイテム,25367,12.7cm連装砲,艦娘の解体
2015-09-12 02:57:15,艦娘,15142,睦月 (Lv:1),艦娘の解体
2015-09-12 02:57:15,装備アイテム,25365,12cm単装砲,艦娘の解体
2015-09-12 02:57:15,装備アイテム,25366,7.7mm機銃,艦娘の解体
2015-09-12 02:57:19,艦娘,15138,那珂 (Lv:1),艦娘の解体
2015-09-12 02:57:19,装備アイテム,25361,14cm単装砲,艦娘の解体
2015-09-13 03:02:48,艦娘,15137,涼風 (Lv:1),近代化改修
2015-09-13 03:02:48,装備アイテム,25359,12.7cm連装砲,近代化改修
2015-09-13 03:02:48,装備アイテム,25360,61cm四連装魚雷,近代化改修
2015-09-13 03:02:48,艦娘,15148,陽炎 (Lv:1),近代化改修
2015-09-13 03:02:48,装備アイテム,25376,12.7cm連装砲,近代化改修
2015-09-13 03:02:48,装備アイテム,25377,61cm四連装魚雷,近代化改修
2015-09-13 03:03:00,艦娘,15145,那珂 (Lv:1),近代化改修
2015-09-13 03:03:00,装備アイテム,25369,14cm単装砲,近代化改修
2015-09-13 03:03:00,艦娘,15147,浜風 (Lv:1),近代化改修
2015-09-13 03:03:00,装備アイテム,25373,12.7cm連装砲,近代化改修
2015-09-13 03:03:00,装備アイテム,25374,九四式爆雷投射機,近代化改修
2015-09-14 03:19:04,艦娘,15150,漣 (Lv:1),近代化改修
2015-09-14 03:19:04,装備アイテム,25379,12.7cm連装砲,近代化改修
2015-09-14 03:19:04,艦娘,15149,朧 (Lv:1),近代化改修
2015-09-14 03:19:04,装備アイテム,25378,12.7cm連装砲,近代化改修
2015-09-14 03:19:25,艦娘,15151,由良 (Lv:1),近代化改修
2015-09-14 03:19:25,装備アイテム,25380,14cm単装砲,近代化改修
2015-09-14 03:19:25,艦娘,15154,初春 (Lv:1),近代化改修
2015-09-14 03:19:25,装備アイテム,25384,12.7cm連装砲,近代化改修
2015-09-14 03:19:25,装備アイテム,25385,61cm三連装魚雷,近代化改修
2015-09-14 03:27:35,艦娘,15155,涼風 (Lv:1),艦娘の解体
2015-09-14 03:27:35,装備アイテム,25386,12.7cm連装砲,艦娘の解体
2015-09-14 03:27:35,装備アイテム,25387,61cm四連装魚雷,艦娘の解体
2015-09-14 03:27:40,艦娘,15153,白雪 (Lv:1),艦娘の解体
2015-09-14 03:27:40,装備アイテム,25383,12.7cm連装砲,艦娘の解体
2015-09-15 02:22:09,艦娘,15157,初春 (Lv:1),近代化改修
2015-09-15 02:22:09,装備アイテム,25394,12.7cm連装砲,近代化改修
2015-09-15 02:22:09,装備アイテム,25395,61cm三連装魚雷,近代化改修
2015-09-15 02:22:09,艦娘,15156,陽炎 (Lv:1),近代化改修
2015-09-15 02:22:09,装備アイテム,25392,12.7cm連装砲,近代化改修
2015-09-15 02:22:09,装備アイテム,25393,61cm四連装魚雷,近代化改修
2015-09-15 02:22:24,艦娘,15159,龍田 (Lv:1),近代化改修
2015-09-15 02:22:24,装備アイテム,25398,14cm単装砲,近代化改修
2015-09-15 02:22:24,装備アイテム,25399,7.7mm機銃,近代化改修
2015-09-15 02:22:24,艦娘,15158,荒潮 (Lv:1),近代化改修
2015-09-15 02:22:24,装備アイテム,25396,12.7cm連装砲,近代化改修
2015-09-16 03:14:56,艦娘,15161,川内 (Lv:1),近代化改修
2015-09-16 03:14:56,装備アイテム,25404,14cm単装砲,近代化改修
2015-09-16 03:14:56,装備アイテム,25405,零式水上偵察機,近代化改修
2015-09-16 03:14:56,艦娘,15160,川内 (Lv:1),近代化改修
2015-09-16 03:14:56,装備アイテム,25402,14cm単装砲,近代化改修
2015-09-16 03:14:56,装備アイテム,25403,零式水上偵察機,近代化改修
2015-09-16 03:15:13,艦娘,15152,敷波 (Lv:1),近代化改修
2015-09-16 03:15:13,装備アイテム,25382,12.7cm連装砲,近代化改修
2015-09-16 03:15:13,艦娘,15162,初雪 (Lv:1),近代化改修
2015-09-16 03:15:13,装備アイテム,25406,12.7cm連装砲,近代化改修
2015-09-17 03:07:27,艦娘,15166,子日 (Lv:1),近代化改修
2015-09-17 03:07:27,装備アイテム,25415,12.7cm連装砲,近代化改修
2015-09-17 03:07:27,艦娘,15163,若葉 (Lv:1),近代化改修
2015-09-17 03:07:27,装備アイテム,25407,12.7cm連装砲,近代化改修
2015-09-17 03:07:37,艦娘,15167,五十鈴 (Lv:1),近代化改修
2015-09-17 03:07:37,装備アイテム,25416,14cm単装砲,近代化改修
2015-09-17 03:07:37,艦娘,15164,白雪 (Lv:1),近代化改修
2015-09-17 03:07:37,装備アイテム,25412,12.7cm連装砲,近代化改修
2015-09-17 19:11:41,艦娘,15165,暁 (Lv:1),近代化改修
2015-09-17 19:11:41,装備アイテム,25413,12.7cm連装砲,近代化改修
2015-09-17 19:11:41,装備アイテム,25414,61cm三連装魚雷,近代化改修
2015-09-17 19:11:41,艦娘,7527,伊19 (Lv:1),近代化改修
2015-09-17 19:12:12,艦娘,7414,伊58 (Lv:1),近代化改修
2015-09-17 19:12:12,艦娘,8030,伊168 (Lv:1),近代化改修
2015-09-18 14:18:56,艦娘,13999,伊8 (Lv:1),近代化改修
2015-09-18 14:18:56,艦娘,10913,伊8 (Lv:1),近代化改修
2015-09-18 14:21:37,艦娘,15170,山城 (Lv:1),近代化改修
2015-09-18 14:21:37,装備アイテム,25419,35.6cm連装砲,近代化改修
2015-09-18 14:21:37,装備アイテム,25420,15.2cm単装砲,近代化改修
2015-09-18 14:21:37,装備アイテム,25421,零式水上偵察機,近代化改修
2015-09-18 14:21:37,艦娘,15175,山城 (Lv:1),近代化改修
2015-09-18 14:21:37,装備アイテム,25432,35.6cm連装砲,近代化改修
2015-09-18 14:21:37,装備アイテム,25433,15.2cm単装砲,近代化改修
2015-09-18 14:21:37,装備アイテム,25434,零式水上偵察機,近代化改修
2015-09-18 14:33:15,艦娘,15176,荒潮 (Lv:1),艦娘の解体
2015-09-18 14:33:15,装備アイテム,25436,12.7cm連装砲,艦娘の解体
2015-09-18 14:33:22,艦娘,15177,綾波 (Lv:1),艦娘の解体
2015-09-18 14:33:22,装備アイテム,25437,12.7cm連装砲,艦娘の解体
2015-09-18 14:33:22,装備アイテム,25438,61cm三連装魚雷,艦娘の解体
2015-09-18 14:51:44,艦娘,15180,初春 (Lv:1),近代化改修
2015-09-18 14:51:44,装備アイテム,25442,12.7cm連装砲,近代化改修
2015-09-18 14:51:44,装備アイテム,25443,61cm三連装魚雷,近代化改修
2015-09-18 14:51:44,艦娘,15178,初春 (Lv:1),近代化改修
2015-09-18 14:51:44,装備アイテム,25439,12.7cm連装砲,近代化改修
2015-09-18 14:51:44,装備アイテム,25440,61cm三連装魚雷,近代化改修
2015-09-18 14:52:07,艦娘,15173,能代 (Lv:1),近代化改修
2015-09-18 14:52:07,艦娘,15179,足柄 (Lv:1),近代化改修
2015-09-18 14:52:07,装備アイテム,25441,20.3cm連装砲,近代化改修
2015-09-18 14:52:23,艦娘,15181,霧島 (Lv:1),近代化改修
2015-09-18 14:52:23,装備アイテム,25444,35.6cm連装砲,近代化改修
2015-09-18 14:52:23,装備アイテム,25445,15.2cm単装砲,近代化改修
2015-09-18 14:52:23,装備アイテム,25446,7.7mm機銃,近代化改修
2015-09-18 14:52:23,艦娘,15174,霧島 (Lv:1),近代化改修
2015-09-18 14:52:23,装備アイテム,25429,35.6cm連装砲,近代化改修
2015-09-18 14:52:23,装備アイテム,25430,15.2cm単装砲,近代化改修
2015-09-18 14:52:23,装備アイテム,25431,7.7mm機銃,近代化改修
2015-09-18 14:52:40,艦娘,15171,日向 (Lv:1),近代化改修
2015-09-18 14:52:40,装備アイテム,25422,35.6cm連装砲,近代化改修
2015-09-18 14:52:40,装備アイテム,25423,14cm単装砲,近代化改修
2015-09-18 14:52:40,装備アイテム,25424,零式水上偵察機,近代化改修
2015-09-18 14:52:40,艦娘,15136,日向 (Lv:1),近代化改修
2015-09-18 14:52:40,装備アイテム,25356,35.6cm連装砲,近代化改修
2015-09-18 14:52:40,装備アイテム,25357,14cm単装砲,近代化改修
2015-09-18 14:52:40,装備アイテム,25358,零式水上偵察機,近代化改修
2015-09-18 15:17:44,艦娘,15183,飛鷹 (Lv:1),近代化改修
2015-09-18 15:17:44,装備アイテム,25451,九六式艦戦,近代化改修
2015-09-18 15:17:44,装備アイテム,25452,九九式艦爆,近代化改修
2015-09-18 15:17:44,装備アイテム,25453,九七式艦攻,近代化改修
2015-09-18 15:17:44,艦娘,15146,飛鷹 (Lv:1),近代化改修
2015-09-18 15:17:44,装備アイテム,25370,九六式艦戦,近代化改修
2015-09-18 15:17:44,装備アイテム,25371,九九式艦爆,近代化改修
2015-09-18 15:17:44,装備アイテム,25372,九七式艦攻,近代化改修
2015-09-18 15:18:03,艦娘,15185,黒潮 (Lv:1),近代化改修
2015-09-18 15:18:03,装備アイテム,25455,12.7cm連装砲,近代化改修
2015-09-18 15:18:03,艦娘,15184,霞 (Lv:1),近代化改修
2015-09-18 15:18:03,装備アイテム,25454,12.7cm連装砲,近代化改修
2015-09-18 15:18:33,艦娘,15182,五十鈴 (Lv:1),近代化改修
2015-09-18 15:18:33,装備アイテム,25447,14cm単装砲,近代化改修
2015-09-18 15:18:33,艦娘,15187,白雪 (Lv:1),近代化改修
2015-09-18 15:18:33,装備アイテム,25458,12.7cm連装砲,近代化改修
2015-09-18 19:50:25,艦娘,15193,涼風 (Lv:1),近代化改修
2015-09-18 19:50:25,装備アイテム,25467,12.7cm連装砲,近代化改修
2015-09-18 19:50:25,装備アイテム,25468,61cm四連装魚雷,近代化改修
2015-09-18 19:50:25,艦娘,15188,扶桑 (Lv:1),近代化改修
2015-09-18 19:50:25,装備アイテム,25459,35.6cm連装砲,近代化改修
2015-09-18 19:50:25,装備アイテム,25460,15.2cm単装砲,近代化改修
2015-09-18 19:50:25,装備アイテム,25461,零式水上偵察機,近代化改修
2015-09-18 19:50:25,艦娘,15186,綾波 (Lv:1),近代化改修
2015-09-18 19:50:25,装備アイテム,25456,12.7cm連装砲,近代化改修
2015-09-18 19:50:25,装備アイテム,25457,61cm三連装魚雷,近代化改修
2015-09-19 17:06:12,艦娘,15194,大潮 (Lv:1),近代化改修
2015-09-19 17:06:12,装備アイテム,25469,12.7cm連装砲,近代化改修
2015-09-19 17:06:12,艦娘,15189,満潮 (Lv:1),近代化改修
2015-09-19 17:06:12,装備アイテム,25462,12.7cm連装砲,近代化改修
2015-09-19 17:06:29,艦娘,15191,神通 (Lv:1),近代化改修
2015-09-19 17:06:29,装備アイテム,25464,14cm単装砲,近代化改修
2015-09-19 17:06:29,艦娘,15190,木曾 (Lv:1),近代化改修
2015-09-19 17:06:29,装備アイテム,25463,14cm単装砲,近代化改修
2015-09-19 17:27:50,艦娘,15195,北上 (Lv:1),艦娘の解体
2015-09-19 17:27:50,装備アイテム,25470,14cm単装砲,艦娘の解体
2015-09-19 17:27:50,装備アイテム,25471,61cm四連装魚雷,艦娘の解体
2015-09-19 17:27:56,艦娘,15200,霧島 (Lv:1),艦娘の解体
2015-09-19 17:27:56,装備アイテム,25487,35.6cm連装砲,艦娘の解体
2015-09-19 17:27:56,装備アイテム,25488,15.2cm単装砲,艦娘の解体
2015-09-19 17:27:56,装備アイテム,25489,7.7mm機銃,艦娘の解体
2015-09-19 17:41:55,艦娘,15201,山城 (Lv:1),近代化改修
2015-09-19 17:41:55,装備アイテム,25490,35.6cm連装砲,近代化改修
2015-09-19 17:41:55,装備アイテム,25491,15.2cm単装砲,近代化改修
2015-09-19 17:41:55,装備アイテム,25492,零式水上偵察機,近代化改修
2015-09-19 17:41:55,艦娘,15198,金剛 (Lv:1),近代化改修
2015-09-19 17:41:55,装備アイテム,25477,35.6cm連装砲,近代化改修
2015-09-19 17:41:55,装備アイテム,25478,15.2cm単装砲,近代化改修
2015-09-19 17:41:55,装備アイテム,25479,7.7mm機銃,近代化改修
2015-09-19 17:42:10,艦娘,15197,日向 (Lv:1),近代化改修
2015-09-19 17:42:10,装備アイテム,25474,35.6cm連装砲,近代化改修
2015-09-19 17:42:10,装備アイテム,25475,14cm単装砲,近代化改修
2015-09-19 17:42:10,装備アイテム,25476,零式水上偵察機,近代化改修
2015-09-19 17:42:10,艦娘,15199,伊勢 (Lv:1),近代化改修
2015-09-19 17:42:10,装備アイテム,25484,35.6cm連装砲,近代化改修
2015-09-19 17:42:10,装備アイテム,25485,14cm単装砲,近代化改修
2015-09-19 17:42:10,装備アイテム,25486,零式水上偵察機,近代化改修
2015-09-19 17:42:22,艦娘,15202,比叡 (Lv:1),近代化改修
2015-09-19 17:42:22,装備アイテム,25493,35.6cm連装砲,近代化改修
2015-09-19 17:42:22,装備アイテム,25494,15.2cm単装砲,近代化改修
2015-09-19 17:42:22,装備アイテム,25495,7.7mm機銃,近代化改修
2015-09-21 02:46:18,艦娘,15205,村雨 (Lv:1),近代化改修
2015-09-21 02:46:18,装備アイテム,25500,12.7cm連装砲,近代化改修
2015-09-21 02:46:19,艦娘,15206,曙 (Lv:1),近代化改修
2015-09-21 02:46:19,装備アイテム,25501,12.7cm連装砲,近代化改修
2015-09-21 02:46:30,艦娘,15204,深雪 (Lv:1),近代化改修
2015-09-21 02:46:30,装備アイテム,25499,12.7cm連装砲,近代化改修
2015-09-21 02:46:30,艦娘,15203,霞 (Lv:1),近代化改修
2015-09-21 02:46:30,装備アイテム,25498,12.7cm連装砲,近代化改修
2015-09-21 03:13:03,艦娘,15212,敷波 (Lv:1),艦娘の解体
2015-09-21 03:13:03,装備アイテム,25512,12.7cm連装砲,艦娘の解体
2015-09-21 03:13:14,艦娘,15209,村雨 (Lv:1),艦娘の解体
2015-09-21 03:13:14,装備アイテム,25509,12.7cm連装砲,艦娘の解体
2015-09-21 03:27:19,艦娘,15210,不知火 (Lv:1),近代化改修
2015-09-21 03:27:19,装備アイテム,25510,12.7cm連装砲,近代化改修
2015-09-21 03:27:19,艦娘,15211,黒潮 (Lv:1),近代化改修
2015-09-21 03:27:19,装備アイテム,25511,12.7cm連装砲,近代化改修
2015-09-21 03:27:19,艦娘,15207,那珂 (Lv:1),近代化改修
2015-09-21 03:27:19,装備アイテム,25507,14cm単装砲,近代化改修
2015-09-21 03:27:19,艦娘,15208,名取 (Lv:1),近代化改修
2015-09-21 03:27:19,装備アイテム,25508,14cm単装砲,近代化改修
2015-09-21 03:27:19,艦娘,15213,子日 (Lv:1),近代化改修
2015-09-21 03:27:19,装備アイテム,25513,12.7cm連装砲,近代化改修
2015-09-21 03:43:55,艦娘,15221,村雨 (Lv:1),近代化改修
2015-09-21 03:43:55,装備アイテム,25522,12.7cm連装砲,近代化改修
2015-09-21 03:43:55,艦娘,15220,雷 (Lv:1),近代化改修
2015-09-21 03:43:55,装備アイテム,25521,12.7cm連装砲,近代化改修
2015-09-21 03:43:55,艦娘,15219,潮 (Lv:1),近代化改修
2015-09-21 03:43:55,装備アイテム,25520,12.7cm連装砲,近代化改修
2015-09-21 03:43:55,艦娘,15217,時雨 (Lv:1),近代化改修
2015-09-21 03:43:55,装備アイテム,25518,12.7cm連装砲,近代化改修
2015-09-21 03:43:55,艦娘,15218,名取 (Lv:1),近代化改修
2015-09-21 03:43:55,装備アイテム,25519,14cm単装砲,近代化改修
2015-09-21 03:50:02,装備アイテム,25338,12.7cm連装砲,装備の廃棄
2015-09-21 03:50:11,装備アイテム,25390,14cm単装砲,装備の廃棄
2015-09-21 03:50:16,装備アイテム,25505,14cm単装砲,装備の廃棄
2015-09-21 03:50:21,装備アイテム,25348,14cm単装砲,装備の廃棄
2015-09-21 03:50:29,装備アイテム,15723,20.3cm連装砲,装備の廃棄
2015-09-21 03:50:37,装備アイテム,25411,35.6cm連装砲,装備の廃棄
2015-09-21 03:50:42,装備アイテム,25418,35.6cm連装砲,装備の廃棄
2015-09-21 03:50:46,装備アイテム,25342,35.6cm連装砲,装備の廃棄
2015-09-21 03:50:53,装備アイテム,25425,35.6cm連装砲,装備の廃棄
2015-09-21 03:50:58,装備アイテム,25389,35.6cm連装砲,装備の廃棄
2015-09-21 03:51:03,装備アイテム,25336,35.6cm連装砲,装備の廃棄
2015-09-21 03:51:12,装備アイテム,25138,41cm連装砲,装備の廃棄
2015-09-21 03:51:17,装備アイテム,25388,41cm連装砲,装備の廃棄
2015-09-21 03:51:23,装備アイテム,25397,41cm連装砲,装備の廃棄
2015-09-21 03:51:28,装備アイテム,25282,41cm連装砲,装備の廃棄
2015-09-21 03:51:34,装備アイテム,25435,41cm連装砲,装備の廃棄
2015-09-21 03:51:43,装備アイテム,25409,15.2cm単装砲,装備の廃棄
2015-09-21 03:51:52,装備アイテム,25375,61cm四連装魚雷,装備の廃棄
2015-09-21 03:51:57,装備アイテム,25346,61cm四連装魚雷,装備の廃棄
2015-09-21 03:52:02,装備アイテム,24077,61cm四連装魚雷,装備の廃棄
2015-09-21 03:52:19,装備アイテム,24636,瑞雲,装備の廃棄
2015-09-21 03:52:24,装備アイテム,24434,瑞雲,装備の廃棄
2015-09-21 03:52:42,装備アイテム,25400,12.7mm単装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,23950,25mm連装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,23982,25mm連装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,24041,25mm連装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,25408,25mm連装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,25482,25mm連装機銃,装備の廃棄
2015-09-21 03:52:49,装備アイテム,25417,25mm連装機銃,装備の廃棄
2015-09-21 17:22:56,艦娘,15224,青葉 (Lv:1),近代化改修
2015-09-21 17:22:56,装備アイテム,25525,20.3cm連装砲,近代化改修
2015-09-21 17:22:56,装備アイテム,25526,7.7mm機銃,近代化改修
2015-09-21 17:22:56,艦娘,15216,羽黒 (Lv:1),近代化改修
2015-09-21 17:22:56,装備アイテム,25517,20.3cm連装砲,近代化改修
2015-09-21 17:24:38,艦娘,15215,摩耶 (Lv:1),近代化改修
2015-09-21 17:24:38,装備アイテム,25516,20.3cm連装砲,近代化改修
2015-09-21 17:48:53,艦娘,15228,響 (Lv:1),近代化改修
2015-09-21 17:48:53,装備アイテム,25532,12.7cm連装砲,近代化改修
2015-09-21 17:48:53,艦娘,15222,朧 (Lv:1),近代化改修
2015-09-21 17:48:53,装備アイテム,25523,12.7cm連装砲,近代化改修
2015-09-21 17:49:10,艦娘,15226,白雪 (Lv:1),近代化改修
2015-09-21 17:49:10,装備アイテム,25530,12.7cm連装砲,近代化改修
2015-09-21 17:49:10,艦娘,15223,響 (Lv:2),近代化改修
2015-09-21 17:49:10,装備アイテム,25524,12.7cm連装砲,近代化改修
2015-09-21 18:02:24,艦娘,15230,時雨 (Lv:1),近代化改修
2015-09-21 18:02:24,装備アイテム,25536,12.7cm連装砲,近代化改修
2015-09-21 18:02:24,艦娘,15232,初雪 (Lv:1),近代化改修
2015-09-21 18:02:24,装備アイテム,25538,12.7cm連装砲,近代化改修
2015-09-21 18:02:41,艦娘,15227,磯波 (Lv:1),近代化改修
2015-09-21 18:02:41,装備アイテム,25531,12.7cm連装砲,近代化改修
2015-09-21 18:02:41,艦娘,15231,文月 (Lv:1),近代化改修
2015-09-21 18:02:41,装備アイテム,25537,12cm単装砲,近代化改修
2015-09-21 18:03:37,艦娘,15225,能代 (Lv:1),近代化改修
2015-09-21 18:03:37,艦娘,15214,筑摩 (Lv:1),近代化改修
2015-09-21 18:03:37,装備アイテム,25514,20.3cm連装砲,近代化改修
2015-09-21 18:03:37,装備アイテム,25515,零式水上偵察機,近代化改修
2015-09-21 18:04:21,艦娘,15229,飛鷹 (Lv:1),近代化改修
2015-09-21 18:04:21,装備アイテム,25533,九六式艦戦,近代化改修
2015-09-21 18:04:21,装備アイテム,25534,九九式艦爆,近代化改修
2015-09-21 18:04:21,装備アイテム,25535,九七式艦攻,近代化改修
2015-09-21 18:04:21,艦娘,15196,龍驤 (Lv:1),近代化改修
2015-09-21 18:04:21,装備アイテム,25472,九六式艦戦,近代化改修
2015-09-21 18:04:21,装備アイテム,25473,九七式艦攻,近代化改修
2015-09-21 19:04:27,艦娘,15237,初春 (Lv:1),近代化改修
2015-09-21 19:04:27,装備アイテム,25545,12.7cm連装砲,近代化改修
2015-09-21 19:04:27,装備アイテム,25546,61cm三連装魚雷,近代化改修
2015-09-21 19:04:27,艦娘,15239,綾波 (Lv:1),近代化改修
2015-09-21 19:04:27,装備アイテム,25548,12.7cm連装砲,近代化改修
2015-09-21 19:04:27,装備アイテム,25549,61cm三連装魚雷,近代化改修
2015-09-21 19:07:02,艦娘,15236,満潮 (Lv:1),近代化改修
2015-09-21 19:07:02,装備アイテム,25544,12.7cm連装砲,近代化改修
2015-09-21 19:07:02,艦娘,15233,名取 (Lv:1),近代化改修
2015-09-21 19:07:02,装備アイテム,25539,14cm単装砲,近代化改修
2015-09-22 02:18:24,艦娘,15235,愛宕 (Lv:1),近代化改修
2015-09-22 02:18:24,装備アイテム,25542,20.3cm連装砲,近代化改修
2015-09-22 02:18:24,装備アイテム,25543,零式水上偵察機,近代化改修
2015-09-22 02:18:24,艦娘,15240,足柄 (Lv:1),近代化改修
2015-09-22 02:18:24,装備アイテム,25550,20.3cm連装砲,近代化改修
2015-09-22 02:18:36,艦娘,15241,山城 (Lv:1),近代化改修
2015-09-22 02:18:36,装備アイテム,25551,35.6cm連装砲,近代化改修
2015-09-22 02:18:36,装備アイテム,25552,15.2cm単装砲,近代化改修
2015-09-22 02:18:36,装備アイテム,25553,零式水上偵察機,近代化改修
2015-09-22 02:18:36,艦娘,15243,榛名 (Lv:1),近代化改修
2015-09-22 02:18:36,装備アイテム,25557,35.6cm連装砲,近代化改修
2015-09-22 02:18:36,装備アイテム,25558,15.2cm単装砲,近代化改修
2015-09-22 02:18:36,装備アイテム,25559,7.7mm機銃,近代化改修
2015-09-22 02:18:49,艦娘,15244,陸奥 (Lv:1),近代化改修
2015-09-22 02:18:49,艦娘,15242,長門 (Lv:1),近代化改修
2015-09-22 02:48:48,艦娘,15248,妙高 (Lv:1),近代化改修
2015-09-22 02:48:48,装備アイテム,25567,20.3cm連装砲,近代化改修
2015-09-22 02:48:48,装備アイテム,25568,零式水上偵察機,近代化改修
2015-09-22 02:48:48,艦娘,15234,睦月 (Lv:1),近代化改修
2015-09-22 02:48:48,装備アイテム,25540,12cm単装砲,近代化改修
2015-09-22 02:48:48,装備アイテム,25541,7.7mm機銃,近代化改修
2015-09-22 02:49:04,艦娘,15245,霰 (Lv:1),近代化改修
2015-09-22 02:49:04,装備アイテム,25563,12.7cm連装砲,近代化改修
2015-09-22 02:49:04,艦娘,15250,霞 (Lv:1),近代化改修
2015-09-22 02:49:04,装備アイテム,25570,12.7cm連装砲,近代化改修
2015-09-22 02:50:00,艦娘,15249,名取 (Lv:1),近代化改修
2015-09-22 02:50:00,装備アイテム,25569,14cm単装砲,近代化改修
2015-09-22 02:50:00,艦娘,15246,若葉 (Lv:1),近代化改修
2015-09-22 02:50:00,装備アイテム,25564,12.7cm連装砲,近代化改修
2015-09-22 03:34:19,艦娘,15256,神通 (Lv:1),艦娘の解体
2015-09-22 03:34:19,装備アイテム,25576,14cm単装砲,艦娘の解体
2015-09-22 03:36:39,艦娘,15254,村雨 (Lv:1),艦娘の解体
2015-09-22 03:36:39,装備アイテム,25575,12.7cm連装砲,艦娘の解体
2015-09-22 04:11:08,艦娘,15252,霞 (Lv:1),近代化改修
2015-09-22 04:11:08,装備アイテム,25572,12.7cm連装砲,近代化改修
2015-09-22 04:11:08,艦娘,15251,霰 (Lv:1),近代化改修
2015-09-22 04:11:08,装備アイテム,25571,12.7cm連装砲,近代化改修
2015-09-22 04:11:36,艦娘,15238,初霜 (Lv:1),近代化改修
2015-09-22 04:11:36,装備アイテム,25547,12.7cm連装砲,近代化改修
2015-09-22 04:11:36,艦娘,15257,響 (Lv:1),近代化改修
2015-09-22 04:11:36,装備アイテム,25578,12.7cm連装砲,近代化改修
2015-09-22 10:45:31,装備アイテム,25579,12cm単装砲,装備の廃棄
2015-09-22 10:45:37,装備アイテム,25580,12cm単装砲,装備の廃棄
2015-09-22 10:45:43,装備アイテム,25582,12cm単装砲,装備の廃棄
2015-09-22 10:45:52,装備アイテム,25584,12cm単装砲,装備の廃棄
2015-09-22 10:46:05,装備アイテム,25583,12.7cm連装砲,装備の廃棄
2015-09-22 10:46:10,装備アイテム,25581,12.7cm連装砲,装備の廃棄
2015-09-22 10:46:28,装備アイテム,25555,14cm単装砲,装備の廃棄
2015-09-22 10:47:14,装備アイテム,25561,14cm単装砲,装備の廃棄
2015-09-22 10:48:00,装備アイテム,2567,20.3cm連装砲,装備の廃棄
2015-09-22 10:48:10,装備アイテム,4989,20.3cm連装砲,装備の廃棄
2015-09-22 10:48:28,装備アイテム,25554,41cm連装砲,装備の廃棄
